username,rating pengguna,review,tanggal
Pengguna Google,5,puas,2025-06-28 06:28:09
Pengguna Google,5,bagus,2025-06-28 06:26:05
Pengguna Google,4,baik,2025-06-28 06:17:40
Pengguna Google,1,aplikasi busuk gabisa mulu beli paket,2025-06-28 06:16:29
Pengguna Google,3,ok,2025-06-28 06:15:15
Pengguna Google,1,"ngelag bet belakangan ini,perbaiki lh",2025-06-28 06:06:04
Pengguna Google,5,bagus,2025-06-28 06:04:58
Pengguna Google,5,👌🏻👍🏻🙏🏻,2025-06-28 06:02:24
Pengguna Google,5,ok,2025-06-28 06:01:34
Pengguna Google,5,bagus bisa tau berapa tingga paketan kita jangan lupa donglot ya dan embenya ga banyak ko aku kasih bintan 4 ya,2025-06-28 05:57:10
Pengguna Google,5,sangat memuaskan,2025-06-28 05:56:22
Pengguna Google,5,lancar,2025-06-28 05:56:17
Pengguna Google,2,bagus,2025-06-28 05:55:20
Pengguna Google,5,bagus,2025-06-28 05:48:30
Pengguna Google,1,dihhh najis ngisi pulsa 15rbu lagi maketin pulsa terus2san di ambil sampe nyisa cuman 5000 perak 🐷🐷🐷🐷,2025-06-28 05:48:06
Pengguna Google,4,semoga sukses selalu sangat membantu bagi kami yg kesulitan ekonomi karn data net 😘,2025-06-28 05:45:18
Pengguna Google,5,baiklah,2025-06-28 05:44:50
Pengguna Google,1,provider ter jelek.indosat parah..buruk,2025-06-28 05:43:21
Pengguna Google,1,m3 sinyal nya jelek banget pagi gangguan siang gangguan sore gangguan sebentar sebentar doang bangus nya kebanyakan promo tapi sinyal.parahhhhhh bangett males pake kartu m3 mengecewakan 1 hari i ada kali 100 kaliah ngerest hp,2025-06-28 05:42:36
Pengguna Google,3,paket internet mahal jarang promo sinyal agak kurang dan lemot...sudah segitu sajah...okehhh,2025-06-28 05:37:08
Pengguna Google,1,"dari SMP sejak Corona virus awal-awal udah pake nih IM3, awalnya emang murah dari pada si merah, makanya pindah ke sini. tapi semakin lama semakin beli yang mahal karena kebutuhan sekolah kenapa harga nya makin di naikin. setidaknya harganya jangan lah terlalu mahal kalo cuma 28 hari, ga ngotak coy. ini mah mending pindah ke si biru kalo si kuning tetep kaya gini, mana kadang suka ilang sendiri sinyalnya. ga mungkin kan kuota kalian mahalin karena ada penggelapan dana yang kek di berita itu.",2025-06-28 05:32:14
Pengguna Google,1,"bos, pulsaku kelong terus app opo iki njipuki pulsa",2025-06-28 05:25:53
Pengguna Google,4,mantab,2025-06-28 05:23:53
Pengguna Google,5,benerin dulu lah jaringan kau ini sebentar ada sebentar tidak ada nyesel beli paket mahal mahal jaringan nge lag terus,2025-06-28 05:23:48
Pengguna Google,5,memuaskan,2025-06-28 05:22:39
Pengguna Google,1,"sinyalnya kalo mati lampu,,sinyalnya ikut mati",2025-06-28 05:20:23
Pengguna Google,1,kalo gua lagi main game jngn sms notif lu ganggu tolol,2025-06-28 05:18:38
Pengguna Google,5,mantap,2025-06-28 05:11:14
Pengguna Google,1,harga internet setiap bulan naik terus,2025-06-28 05:04:34
Pengguna Google,5,ok,2025-06-28 05:03:25
Pengguna Google,1,biaya pembelian data nya mahal kalau bisa di murahin katanya IM3 murah beli paket nya tapi mahal ya 10 GB 30 hari 30 ribu itu mahal kan gimana caranya agar ada pembelian paket murah nih,2025-06-28 05:00:04
Pengguna Google,1,Jaringan terjelek didunia sekaligus termahal,2025-06-28 04:56:01
Pengguna Google,1,Sangat cocok,2025-06-28 04:50:42
Pengguna Google,5,nice responsibility Payment,2025-06-28 04:50:14
Pengguna Google,1,kartu terlelet se-Indonesia,2025-06-28 04:48:26
Pengguna Google,2,"nyesell beli kartu inii,jaringan nyaa ngelagg tolongg perbaikin lagi",2025-06-28 04:47:08
Pengguna Google,5,sngat bagus,2025-06-28 04:46:30
Pengguna Google,3,"kuota paket bulanan nya emmmhhhh di kasih yang gede"".",2025-06-28 04:43:32
Pengguna Google,4,bagus,2025-06-28 04:34:47
Pengguna Google,5,layanan bagus,2025-06-28 04:34:08
Pengguna Google,1,lelet banget,2025-06-28 04:29:08
Pengguna Google,1,"sumpah beli kuota freedom apa 12GB gatau bisa dipake buat apa di desc nya bisa dipake buat apk viu, netflix dll tapi pas buat buka viu GAK BISA!! kecewa banget sm im3",2025-06-28 04:24:53
Pengguna Google,3,Kenapa tidak bisa di buka ya?,2025-06-28 04:19:13
Pengguna Google,1,saya lebih semangat,2025-06-28 04:14:02
Pengguna Google,5,aku user senior loh di im3...,2025-06-28 04:10:38
Pengguna Google,1,mahal paketannya mending Telkomsel,2025-06-28 04:10:06
Pengguna Google,5,baik,2025-06-28 04:08:52
Pengguna Google,5,"maaf ya kak kalo ngerepotin,murahin lagilah sekecut harga paketnya hehe...",2025-06-28 03:58:00
Pengguna Google,3,"paketanku tiba-tuba ketimbun paketan baru kok hilang , padahal masih 10gb lo hilang begitu saja",2025-06-28 03:56:53
Pengguna Google,1,"aplikasinya sering ganguan, paketannya gk bisa berhenti otomatis.. jadi begitu aktifkan paket akan langsung perpanjangan otomatis dan pulsa tiba2 abis... giliran mau berhenti malah gk ada opsi nya... gk bisa dibuka juga aplikasinya... gimana sih... masih bagusan yang dulu sistemnya... kecewa banget 😩😠",2025-06-28 03:54:52
Pengguna Google,5,semoga IM3 makin sukses,2025-06-28 03:52:08
Pengguna Google,4,keren,2025-06-28 03:50:35
Pengguna Google,5,gagah,2025-06-28 03:45:58
Pengguna Google,5,sangat bagus,2025-06-28 03:43:29
Pengguna Google,5,baik,2025-06-28 03:43:11
Pengguna Google,5,mntul,2025-06-28 03:41:41
Pengguna Google,2,jelek banget pulsa gua kepotong padahal gua ga langganan apa apa juga ga pake pulsa darurat tapi pulsa kepotong padahal pake wifi ga pake paket data .tolong buat Dev loper bikin fitur riwayat transaksi jadi kita tau kita pulsa kita kepotong karena apa dan kita langganan paket apa.,2025-06-28 03:32:22
Pengguna Google,5,good,2025-06-28 03:30:07
Pengguna Google,3,mshal kuotanys,2025-06-28 03:29:19
Pengguna Google,5,bagus,2025-06-28 03:25:38
Pengguna Google,5,selalu buat promo² paket an Internet nya,2025-06-28 03:21:49
Pengguna Google,1,Tolong kasih fitur lock pulsa deh njeng,2025-06-28 03:00:35
Pengguna Google,2,untuk kartun kuning ini sudah jika kartun sudah melewati masa tenggang tidak bisa di buka blokir nya...beda dengan si merah kalo sudah di blokir sudah pasti bisa di aktipkan kembali kartuh nya tuh...,2025-06-28 02:59:20
Pengguna Google,5,ok,2025-06-28 02:57:47
Pengguna Google,1,proses paket lama malahan pulsa berkurang,2025-06-28 02:53:50
Pengguna Google,5,bagus,2025-06-28 02:42:25
Pengguna Google,5,IM3 paling Oke,2025-06-28 02:36:57
Pengguna Google,5,mantap dan Singal Kren,2025-06-28 02:35:08
Pengguna Google,1,apk g guna lagi main emel efotbal game online lainne ada notif popup anj mati konyol,2025-06-28 02:26:17
Pengguna Google,5,cukup mudah dan cukup murah,2025-06-28 02:21:34
Pengguna Google,5,ok,2025-06-28 02:21:29
Pengguna Google,5,bagus sekali..sangat membantu,2025-06-28 02:17:50
Pengguna Google,5,bgus,2025-06-28 02:17:13
Pengguna Google,5,mntap,2025-06-28 02:11:39
Pengguna Google,5,ok,2025-06-28 02:07:20
Pengguna Google,4,bagus,2025-06-28 02:03:32
Pengguna Google,1,"itu flash sale di jual atau engga sih, pulsa ada tetapi ga bisa dibeli. kalo ga di jual jangan di taro flash sale",2025-06-28 02:00:31
Pengguna Google,5,mantap,2025-06-28 01:55:06
Pengguna Google,1,aplikasi lemot. susah banget mau beli paket di aplikasi.,2025-06-28 01:52:56
Pengguna Google,5,bagus,2025-06-28 01:52:21
Pengguna Google,5,bagus,2025-06-28 01:38:15
Pengguna Google,3,"ini kenapa ya. mau beli paket di app, tapi tampilan hal hot promo plus saja, gk buka buka ke menu utama. saya baru pakai kartu ini,",2025-06-28 01:31:43
Pengguna Google,5,sangat bagus,2025-06-28 01:31:10
Pengguna Google,5,bagus,2025-06-28 01:30:10
Pengguna Google,5,the best im3,2025-06-28 01:28:39
Pengguna Google,5,ok,2025-06-28 01:25:24
Pengguna Google,3,tolong lah perbaiki lgi klo masih ada pulsanya gusah main ambil gtu aja enek bgt giliran mau di paketin ga ada udah hangus pulsa nya padahal ga di apa2in,2025-06-28 01:20:23
Pengguna Google,1,gajelas paket Masi ada malah gabisa di pake ini bug atau gimana si dan masih ttp juga kek gini 😂,2025-06-28 01:14:39
Pengguna Google,4,Bagus siyalya👍👍,2025-06-28 01:10:58
Pengguna Google,5,bagus mantap,2025-06-28 01:10:32
Pengguna Google,1,"habis paket ini udh jadi yg terakhir pake IM3, jaringannya bikin makin stress banget:) bikin bad mood hari-hariku",2025-06-28 01:09:46
Pengguna Google,5,ok,2025-06-28 01:06:54
Pengguna Google,1,beli paket transaksi berhasil tapi kuota ga masuk haduhhhhh,2025-06-28 01:06:09
Pengguna Google,1,"MAHAL, LEMOT, NYEDOT PULSA 👌",2025-06-28 00:50:56
Pengguna Google,5,sangat puas dengan pelayanan dan bonus,2025-06-28 00:42:19
Pengguna Google,5,"mantapp,semoga dapat iphone",2025-06-28 00:37:53
Pengguna Google,1,"ternyata keluhannya banyak yang sama,,beli yg 15 GB harga normal,gacor,pas beli 100GB sinyalnya jelek bnget,padahal d tempat yg sama,gak jelas,rugi euyyy...",2025-06-28 00:25:47
Pengguna Google,1,tambah lama tambah aneh gaada masalah hujan tapi kenapa bermasalahyah lain kali kalo ada yang salah cek lagi jangan di biarin ingat yang pake indosat Im3 ga cuma Jakarta lho,2025-06-28 00:24:06
Pengguna Google,1,paket mahal,2025-06-28 00:22:47
Pengguna Google,1,Sudah di komplen tapi masih aja tiap hari pulsa hilang bahkan hari ini,2025-06-28 00:21:55
Pengguna Google,4,"makin hari harga paketnya makin mahal ,, dan setiap bulan semakin mahal dan mahal",2025-06-28 00:20:22
Pengguna Google,5,baik,2025-06-28 00:09:15
Pengguna Google,5,baik,2025-06-28 00:07:05
Pengguna Google,5,karena promo,2025-06-28 00:05:17
Pengguna Google,1,g kaya my axis. terlalu berat,2025-06-28 00:04:31
Pengguna Google,5,oke bnget im3,2025-06-28 00:02:17
Pengguna Google,5,kerenbanget,2025-06-27 23:59:56
Pengguna Google,5,bagus,2025-06-27 23:53:00
Pengguna Google,4,bgus,2025-06-27 23:44:39
Pengguna Google,2,sangat,2025-06-27 23:37:20
Pengguna Google,4,mantap.. memudahkan beli paket,2025-06-27 23:31:11
Pengguna Google,1,kurang puuuass masih banyak sistem yg gak jelas promo nya,2025-06-27 23:30:35
Pengguna Google,5,biasanya tiap bulan selalu dapet bonus masa aktif kalo masa aktifnya habis. Tapi sudah 2 bulan gak dapet lagi. Terpaksa ngisi pulsa cuman buat beli masa aktif doang,2025-06-27 23:17:20
Pengguna Google,5,bgus bngt my im3 ini saya suka stiap pelanggan baru dikasih gratisan 1GB,2025-06-27 22:59:23
Pengguna Google,5,sangat bagus,2025-06-27 22:55:03
Pengguna Google,2,"beli paket harus ada pulsa lebihh , kalo ada sisa pulsa tiap hari pulsa ke potong. goblog",2025-06-27 22:46:19
Pengguna Google,5,"good job, quick response",2025-06-27 22:40:34
Pengguna Google,5,im3 semakin di depan,2025-06-27 22:37:43
Pengguna Google,5,sangat memuaskan,2025-06-27 22:36:58
Pengguna Google,4,semoga lebih banyak promo internetnya,2025-06-27 22:32:20
Pengguna Google,3,baik,2025-06-27 22:31:01
Pengguna Google,4,okee,2025-06-27 22:22:14
Pengguna Google,5,mudah digunakan dan sangat membantu,2025-06-27 22:06:01
Pengguna Google,4,baik,2025-06-27 22:04:28
Pengguna Google,5,mantap,2025-06-27 21:58:36
Pengguna Google,2,sekarang sinyal kurang bagus tolong diperbaiki jaringannya,2025-06-27 21:06:17
Pengguna Google,5,bagus,2025-06-27 21:01:54
Pengguna Google,2,dua bintang cukup makin kesini beli paket yg 30 hari malah semakin mahal apakah aku harus ganti kartu lain,2025-06-27 20:57:57
Pengguna Google,5,demi allah gila keren banget ini aplikasi bersyukur bgtt gua? adanya aplikasi ini.sebab nih yak pengalaman gua nih gua ceritain ke lo semua yg lagi baca.. dulu gua petualang di hutan pulau sumbawa ..NTB ..nah di dalam hutan aja jaringanya ngebut bgt bjir dan bukan sehari 2 hari gua dalam hutan selagi masi ada kuota gua internetan gua selalu lancar gila ni jaringan indosat pantes aja naik daun semangat untuk pencipta aplikasi ini gua berterima kasih banyak..sebab membantu gua dalam berpetualang..,2025-06-27 20:45:15
Pengguna Google,1,"kartu gw aslinya prabayar setiap buka app im3 di suruh upgrade ke platinum ku pikir cuman update ternyata di suruh bayar bulanan mana di kirimin 50gb data internet setiap bulan lagi, maksa bet di suruh update ke platinum mana gabisa buka app im3 lagi gara gara di spam paket upgrade platinum, thanks min setelah pemakain kartu indosat 5 tahun baru kali ini di tipu platinum, dan gw beralih ke kartu lain",2025-06-27 20:45:05
Pengguna Google,5,lumayan ok,2025-06-27 20:43:56
Pengguna Google,4,sangat baguss,2025-06-27 20:09:23
Pengguna Google,5,bagus bgt,2025-06-27 20:05:39
Pengguna Google,5,mantaffffff,2025-06-27 19:53:05
Pengguna Google,5,sangat bagus dan mudah,2025-06-27 19:26:25
Pengguna Google,5,sangat memuaskan,2025-06-27 18:12:04
Pengguna Google,5,bagus aman,2025-06-27 18:03:53
Pengguna Google,5,im3 enak dan mudah,2025-06-27 17:19:14
Pengguna Google,4,Sumph lemoot bngt sinyal nya im3 Indosat parah sih..,2025-06-27 17:17:11
Pengguna Google,3,sinyal susah di daerah tertentu,2025-06-27 17:16:56
Pengguna Google,5,sangat membantu,2025-06-27 17:15:56
Pengguna Google,1,jaringan gak bisa konsisten sama sekali dibuat medsos srol² aman dibuat game nggak nyaman sekali,2025-06-27 17:15:44
Pengguna Google,5,mantap,2025-06-27 17:13:11
Pengguna Google,1,"nih gw kmren hbis beli kuota 10gb,kenapa gk ada,terus pulsa gw juga ikut gk ada,,lu niat jualan apa niat korup urg rakyat?,,klau bisa kembaliin lah pulsa gw,gw beli bukan pke daun tpi pake duit,duit juga hasil halal,kalau gk dibalikin pulsa/kuota gw,gw bakal sebarin kelakuan im3,,balikin anj",2025-06-27 17:11:35
Pengguna Google,5,keren. im3,2025-06-27 17:03:39
Pengguna Google,5,sangat membantu,2025-06-27 17:02:58
Pengguna Google,5,bagus,2025-06-27 16:56:53
Pengguna Google,5,baik app nya,2025-06-27 16:40:05
Pengguna Google,5,tolong sinyal lambat banget saya udh 5tahun pake indosat ko makin ke sini makin lambat aja jaringan nya,2025-06-27 16:39:13
Pengguna Google,1,"sekarang paket cet udah ngg bisa telfon lagi kocakk,, udh gitu makin kesini makin mahal harganya,, apk buriq bet 4njjj,, minimal turunin harganya kalo pket cet udh g bisa nelfon lagi, apk burik sedunia bintang -1",2025-06-27 16:38:42
Pengguna Google,5,ok,2025-06-27 16:35:51
Pengguna Google,5,mantap,2025-06-27 16:35:37
Pengguna Google,3,sinyal woi bikin emosi,2025-06-27 16:13:00
Pengguna Google,5,banyak promo nya👍,2025-06-27 16:09:54
Pengguna Google,5,"proses cepat gak ribet, paket data lansung bisa dipakai",2025-06-27 16:08:28
Pengguna Google,5,good,2025-06-27 16:03:18
Pengguna Google,5,sangat mudah dan simpel saat isi pket menggunakan ewallet dana.,2025-06-27 15:59:49
Pengguna Google,3,kenapa skrng paket datanya mahal mahal😭😭😭😭 dulu beli 100k udh dapet 70gb skrng 60k cuma 22gb nangis banget,2025-06-27 15:58:28
Pengguna Google,5,okay,2025-06-27 15:58:26
Pengguna Google,5,baik,2025-06-27 15:46:04
Pengguna Google,1,"ini gimana si Im3 Setiap Beli Pulsa, Pulsanya Malah Hilang Sendiri Padahal Ga Di Pake Sama Sekali Dan Ga langganan kuota Apapun. Dasar Maling.",2025-06-27 15:43:43
Pengguna Google,1,aplikasi error trus jaringan lemot bukanya di perbaiki !!,2025-06-27 15:41:16
Pengguna Google,1,harga mahal banget,2025-06-27 15:34:47
Pengguna Google,5,mantap bro,2025-06-27 15:31:45
Pengguna Google,5,good,2025-06-27 15:28:46
Pengguna Google,5,bagus,2025-06-27 15:28:08
Pengguna Google,5,beli paket lebih murah lebih mudah di myIm3,2025-06-27 15:25:41
Pengguna Google,1,"gajelas, apk eror terus susah masukin no hp, no salah terus pdhal udh bner, registrasi harus di isi pulsa dlu 10rb, DAN TETEP GABISA DI REGISTRASI, DI ISI VOUCHER TIDAK MASUK MASUK!PERBAIKI LAGI APLIKASI JELEK INI! BUANG BUANG DUIT AJA",2025-06-27 15:25:31
Pengguna Google,5,sering-sering promo mantap👍,2025-06-27 15:24:59
Pengguna Google,1,jaringan jelek,2025-06-27 15:20:54
Pengguna Google,5,ok,2025-06-27 15:18:07
Pengguna Google,5,mantap,2025-06-27 15:12:10
Pengguna Google,5,bagus,2025-06-27 15:08:19
Pengguna Google,1,make kartu im3 skrg makin mahal kuota nya,2025-06-27 15:03:27
Pengguna Google,2,tidak bisa membeli masa aktif,2025-06-27 15:01:45
Pengguna Google,2,jaringan buat main game sangat buruk padahal saya tinggal kota..,2025-06-27 15:01:11
Pengguna Google,1,woi gimana sih sinyalnya jelek mulu masa iya di Jakarta kalah sama axis mahal doang payah!!!,2025-06-27 15:00:09
Pengguna Google,5,sangat bagus sekali paket data di IM3 bagi kami yang guru honor. makasi IM3,2025-06-27 14:56:23
Pengguna Google,5,baik dan sederhana,2025-06-27 14:55:54
Pengguna Google,1,ngisi pulsa kepotong mulu ini gimana duhh padahal data udah di matiin,2025-06-27 14:53:16
Pengguna Google,3,baik,2025-06-27 14:49:07
Pengguna Google,1,buruk semuanya,2025-06-27 14:48:41
Pengguna Google,2,"apaan dah aplikasi nya, setiap mau beli paket data, mesti ada tulisan ""maaf kami tidak dapat memproses permintaan mu"" , terus ada SMS masuk ""maaf terjadi kesalahan teknis, silahkan coba kembali atau hubungi cust care kami"" tolong diperbaiki lah, kita juga mau isi data kali, btw aku ngisinya pake apk dana , ga bisa masuk ke aplikasi nya dong, alasannya ""jaringan anda sedang bermasalah"" , padahal pake WiFi, awokawokawokawok, rusak nih apk, sebelumnya ga kek gini padahal, bintang 2★★",2025-06-27 14:45:07
Pengguna Google,3,sering lambat and crash,2025-06-27 14:36:19
Pengguna Google,5,terimakasih google play,2025-06-27 14:35:54
Pengguna Google,5,mantap,2025-06-27 14:34:14
Pengguna Google,5,kadang murah kadang mahal,2025-06-27 14:33:25
Pengguna Google,1,tolong lah indosat sinyal makin kesini makin gk jelas udah tu harga peketanya mhal tpi kualitas sinyalnya jelek pdahal saya lokasi di kota tpi sinyal makin susah .tolong diperbaiki agar costumer nyaman,2025-06-27 14:32:07
Pengguna Google,3,jaringan di desa saya lemot,2025-06-27 14:31:52
Pengguna Google,4,baik,2025-06-27 14:31:21
Pengguna Google,3,ngelek,2025-06-27 14:30:41
Pengguna Google,1,jaringan poke,2025-06-27 14:30:17
Pengguna Google,5,bagi paketnya,2025-06-27 14:28:58
Pengguna Google,1,"im3 sudah hampir 10 tahun saya Memakai kartu ini, sekarang makin ke sini malah makin memburuk untuk jaringannya,saya beli paket bulan terbuang sia sia hanya karena masa aktif paket.. kenapa begini im3 sekarang apa sudah tidak peduli karena sudah banyak peminatnya terus langsung tidak peduli gitu... tolong pengertiannya dan tolong untuk di perbaiki jaringannya karena saya merasa kesal dengan jaringannya yg seperti sekarang TERIMA KASIH",2025-06-27 14:27:19
Pengguna Google,3,apaan si gw ga mau beli kuota kok malah beli sendiri kocak,2025-06-27 14:26:26
Pengguna Google,2,Parah sinyal nya. Paket mahal sinyal letoy,2025-06-27 14:21:24
Pengguna Google,5,mantep,2025-06-27 14:19:36
Pengguna Google,1,apk nya sering eror,2025-06-27 14:18:42
Pengguna Google,1,mending pindah provider,2025-06-27 14:14:13
Pengguna Google,5,siplah,2025-06-27 14:13:43
Pengguna Google,5,mantap,2025-06-27 14:13:12
Pengguna Google,1,"Beli kuota mahal2 yang 300gb malah dikecewakan dengan speed internet yang super lelet cuma dapet speed download 5mbps dan upload 6mbps, 4g tapi kaya 3g, cukup sekali dah, makasih, pindah ke profider sebelah lagi. Bye",2025-06-27 14:12:28
Pengguna Google,5,bagus,2025-06-27 14:06:50
Pengguna Google,2,"jaringan lemot terus, tolong untuk jaringan lebih ditingkatkan lagi",2025-06-27 14:04:22
Pengguna Google,1,"jgn di beli ges, kartu murahan suka ilang jaringannya",2025-06-27 14:03:50
Pengguna Google,5,koata murah,2025-06-27 14:01:04
Pengguna Google,5,aku suka bangat aplikasi ini,2025-06-27 13:58:54
Pengguna Google,5,"Ngent*t indosat, lagi di gameplay tiba"" ngelag, sinyal ilang""an mulu. Benerin apa itu. JANGAN SUKA NGIRIM BLAST SMS YANG LANGSUNG KONEK KE WEB/SITUS, LAMA"" NGESELIN JUGA NI PROVIDER. semenjak naek ke 5G, sinyal 4G nya jelek parah. provider lama berpengalaman, jangan liat yg 5G doang dong, gak semua orang android nya udh 5G",2025-06-27 13:58:41
Pengguna Google,5,👍,2025-06-27 13:56:39
Pengguna Google,5,"biar di lihat sama aplikator jaringan nya ,, giliran di butuhkan jaringan gag stabil begitu trus tiap hari, harga paket data semakin hari semakin tinggi TPI layanannya bukannya di perbaiki malah semakin memburuk !!!!",2025-06-27 13:52:09
Pengguna Google,1,kuota makin mahal jaringan makin jelek kocakk bner dahh 😤,2025-06-27 13:51:43
Pengguna Google,1,im3 sinyalnya jelek banget ya di mana mana selalu kosong sinyalnya ini kenapaya?,2025-06-27 13:51:15
Pengguna Google,5,ok,2025-06-27 13:51:04
Pengguna Google,5,"peketanya jangan mahal""",2025-06-27 13:49:04
Pengguna Google,1,"kuota saya tiba"" menghilang dari lane",2025-06-27 13:47:56
Pengguna Google,5,good banget promo nya,2025-06-27 13:36:53
Pengguna Google,5,mantap,2025-06-27 13:31:32
Pengguna Google,5,bagus,2025-06-27 13:30:15
Pengguna Google,5,sangat membantu...,2025-06-27 13:28:28
Pengguna Google,5,sangat bagus,2025-06-27 13:27:22
Pengguna Google,4,kasih 4bintang dulu,2025-06-27 13:24:36
Pengguna Google,1,seminggu terakhir..sinyal M3 puaraah lemotnya..tolong d perbaiki,2025-06-27 13:22:09
Pengguna Google,1,sinyal makin kesini makin memburuk bagus hanya diatas jam 00.01 padahal tinggal di perkotaan bukan pelosok paket bulanan ga harian sama aja,2025-06-27 13:21:38
Pengguna Google,1,sinyal gak jelas. buat game sinyal sering merah padahal 4G.,2025-06-27 13:20:37
Pengguna Google,1,terlalu mahal,2025-06-27 13:18:19
Pengguna Google,4,bagus bgt,2025-06-27 13:17:25
Pengguna Google,5,puassssssssss,2025-06-27 13:14:30
Pengguna Google,1,"sinyal terlawak yg pernah aku pake, jaringan naik turun harga ga sesuai hadehhh sering trouble",2025-06-27 13:14:20
Pengguna Google,1,jaringan nya ngeleg ngeleg apalah kadang hilang lama,2025-06-27 13:13:51
Pengguna Google,2,udah gak suka sama ini apk,2025-06-27 13:13:50
Pengguna Google,1,ngelek 😂😂,2025-06-27 13:12:43
Pengguna Google,1,jaring macam apa ini jelek banget harga doang naik.mulu jaringan jelek parah lol,2025-06-27 13:10:23
Pengguna Google,5,Apk nya bagus banget,2025-06-27 13:08:30
Pengguna Google,5,mantap,2025-06-27 13:08:30
Pengguna Google,2,ini kok lemot semenjak di apdet,2025-06-27 13:08:23
Pengguna Google,5,baik,2025-06-27 13:06:10
Pengguna Google,5,mantab,2025-06-27 13:01:15
Pengguna Google,1,BISA GA SIH TIAP MALEM SINYALNYA JANGAN RUWET GTU ANJ GANGGU BANGET!!!!,2025-06-27 12:54:46
Pengguna Google,5,good job,2025-06-27 12:54:23
Pengguna Google,5,oke,2025-06-27 12:52:35
Pengguna Google,1,paketnya naik drastis,2025-06-27 12:50:33
Pengguna Google,1,tolong developer indosat pop up nye mengganggu sekali tolong di hilang kan,2025-06-27 12:48:44
Pengguna Google,5,berguna sekali,2025-06-27 12:48:14
Pengguna Google,2,percuma ajaa.... lelet buat kesal. dah itu. naiknya makin gila. lama kelaman balik ke semula.,2025-06-27 12:47:10
Pengguna Google,5,mantap,2025-06-27 12:44:03
Pengguna Google,3,mau cek kuota aja delay nya lama. banget kdang gk bsa d buka.. pas terbuka tiba2 kuota inet berkurang nya bnyak banget gk sesuai pemakaian.. apa d sengaja buat kurangin kuota ny biar pengguna tdk tau..,2025-06-27 12:43:55
Pengguna Google,4,"oke bintang 4 ya kan min,TPI jgn spam jga tolong la jgn spam SMS !!",2025-06-27 12:43:39
Pengguna Google,5,bagus,2025-06-27 12:38:09
Pengguna Google,1,sinyal leg anjir padahal punya saya udah member platinum masih aja leg heran,2025-06-27 12:31:20
Pengguna Google,2,"kuota mahal tapi sinyalnya jelek banget, kalau komplain cuman disuruh restart device..ini indosat tambah gak benar pulsa ku tiba-tiba kepotong bayar pulsa darurat padahal gak pernah ada riwayat gunain pulsa darurat apaan banget",2025-06-27 12:30:46
Pengguna Google,5,bagus,2025-06-27 12:27:54
Pengguna Google,1,apalah internet lemot begini,2025-06-27 12:27:18
Pengguna Google,1,apk sering gangguan udah isi pulsa belum di pake apa apa malah udah habis apk tlol gblk buat rugi pas transaksi sering gangguan tolong dengan sangat di perbaiki karena bisa merugikan,2025-06-27 12:24:57
Pengguna Google,5,mantap,2025-06-27 12:19:31
Pengguna Google,5,sangat membantu,2025-06-27 12:18:17
Pengguna Google,5,good,2025-06-27 12:16:08
Pengguna Google,5,senang bisa efisien menggunakan,2025-06-27 12:15:07
Pengguna Google,1,jlk bgt sinyal,2025-06-27 12:12:24
Pengguna Google,2,mantap,2025-06-27 12:09:41
Pengguna Google,5,ok bgs bgt,2025-06-27 12:02:43
Pengguna Google,3,"kok gak bisa lagi beli paket melalui shopee pay, kenapa?.biasa bisa sekarang gak bisa tolong dong info.",2025-06-27 11:58:47
Pengguna Google,5,mantaaaaaap,2025-06-27 11:58:42
Pengguna Google,5,oke,2025-06-27 11:57:35
Pengguna Google,5,baguss,2025-06-27 11:57:05
Pengguna Google,4,"untuk Im3 tolong perbaiki jaringan nya lelet amat sih, ngabisin kuota. kalau loading lama amat, giliran kuota pada mahal tapi tidak sesuai dengan Kriteria jaringannya.. tolong tingkat kan...",2025-06-27 11:52:40
Pengguna Google,3,"sinyal normal, masuk aplikasi malah lelet",2025-06-27 11:50:11
Pengguna Google,5,nice,2025-06-27 11:50:03
Pengguna Google,2,"aplikasi ga gunaa lemott, pasti kalo ada keluhan nyuruhnya ""tolong reset device"" kalo ga itu ""boleh dibantu apa keluhannya"" sama aja ga ngebantu sama sekali",2025-06-27 11:48:08
Pengguna Google,5,"Internet lancar, harga tidak mahal",2025-06-27 11:46:47
Pengguna Google,5,mantap,2025-06-27 11:44:45
Pengguna Google,5,mantap,2025-06-27 11:43:16
Pengguna Google,5,sangat cocok,2025-06-27 11:40:37
Pengguna Google,5,sangat baik,2025-06-27 11:39:32
Pengguna Google,5,baik sekalii,2025-06-27 11:38:07
Pengguna Google,5,bagus ada aplikasi my ime,2025-06-27 11:31:20
Pengguna Google,5,"terlalu banyak sms yg mengganggu saat sedang online, tolong dihilangkan deh..",2025-06-27 11:31:19
Pengguna Google,1,im3 lagi miskin ya dikit dikit notif kuota abis notif,2025-06-27 11:30:49
Pengguna Google,2,"tolong lah ini jaringan im3 ngedown terus udah hampir seminggu, buka aplikasi kecil aja gabisa masuk karena jaringannya ngedown banget .tolong perbaiki",2025-06-27 11:30:46
Pengguna Google,5,ok,2025-06-27 11:29:40
Pengguna Google,5,puas banget pake indosat.. sukses buat indosat..,2025-06-27 11:26:39
Pengguna Google,5,aplikasi yg sangat baik,2025-06-27 11:19:18
Pengguna Google,5,puas sekali,2025-06-27 11:18:16
Pengguna Google,5,keren,2025-06-27 11:15:43
Pengguna Google,5,sangat membantu,2025-06-27 11:12:33
